Ticker,Quarter,Gross Margin,Operating Margin,Net Margin,Interest Coverage Ratio,Revenue Growth,R&D Intensity,SG&A / Revenue,Quick Ratio,Debt to Equity,Retention Ratio,Class
LKQ,2021-Q2,0.4119359534206696,0.13071324599708878,0.08879184861717612,28.0625,0.3079122408020643,,0.2622998544395924,0.7788698403445594,1.1017029830252552,0.4298562179195323,1
LKQ,2021-Q3,0.40764331210191085,0.11586290567182286,0.08613891416439187,23.875,0.08180506902946631,,0.2723688201395208,0.7904135585221115,1.0971050839676106,0.4518654410690755,1
DNUT,2021-Q2,0.7565280394975744,0.026132204613014267,-0.04909131523027842,0.6244012590666485,,,0.20327848195517575,0.10337097737731013,2.746919030610453,-0.05249549066130502,1
DNUT,2021-Q3,0.7311777455593511,0.00532090233635454,-0.016508216184994706,0.2538268856109101,,,0.18965049489642619,0.2589763224426293,1.3435105624441062,-0.05605226228607858,1
METC,2021-Q2,0.24054327675296158,0.09433714188043178,0.13071775116031398,25.353356890459363,1.090971573101666,,0.06790959412019933,1.034428583037625,0.332481259774578,0.09670473769841591,1
METC,2021-Q3,0.2824017701664114,0.11682836456001153,0.09210888094583448,9.563772775991426,0.9356040447046301,,0.07718292156015555,1.9567368211832779,0.5432053537797913,0.10341241925345387,1
METC,2021-Q4,0.4098165819096052,0.25889949145763097,0.21300497114450603,19.90773286467487,0.7108864818363118,,0.06699045768813211,1.5210030004286326,0.5588513980878744,0.14304644215017948,1
ZYXI,2021-Q2,0.7657468893043646,0.12297724195732061,0.09051640771065696,84.77777777777777,0.6104448943570576,,0.642769647347044,5.82926554943201,0.4606980802792321,0.30504910511601235,1
ZYXI,2021-Q3,0.803455413097223,0.23129994825504513,0.17555913298453402,447.0,0.7370418456007191,,0.5721554648421779,5.898173338515352,0.43134594449615826,0.3487428766685405,1
ZYXI,2021-Q4,0.7689095637522435,0.19010292663272407,0.18249636765442048,-12.804276315789474,-4.198711189220855,,0.5788066371195194,3.145161995540204,0.8028271897193101,,1
CEG,2021-Q4,0.08911785972523499,-0.010665220535068692,0.007592190889370932,-0.8194444444444444,,,,0.28456644098213557,3.140347856035819,,1
ASO,2021-Q2,0.35862977455024475,0.1420897221927626,0.10633927425161734,20.939211976638973,0.11523138407141345,,0.21654005235748217,0.5123958478797188,2.2011393889824524,0.2720754540273503,1
ASO,2021-Q3,0.3521093423824158,0.13568161627830325,0.10127166396177788,18.917454481792717,0.18065624175361505,,0.2164277261041126,0.35017835592762214,2.39826699825726,0.25412152921463776,1
ASO,2021-Q4,0.3229580805874579,0.1095965097568663,0.07839223210780383,18.25232526015287,0.13210795299467396,,0.2133615708305916,0.4825961973542955,2.125500188827673,0.27657068576688026,1
ARKO,2021-Q2,0.13548596879067804,0.02395835405960999,0.013362034208566907,3.813953488372093,,,0.09766867349385856,1.0969895120764674,8.083256529425464,-0.006813787176575305,1
ARKO,2021-Q3,0.13455671016986048,0.026890605167607443,0.017461227710939876,3.792833379539784,,,0.09686770124956819,1.2095223241656001,7.246069916436176,0.005933564304611474,1
ARKO,2021-Q4,0.12806224710228573,0.014266134528381129,0.006478708181500399,1.7546551190844417,0.4881785091156505,,0.10053138383617384,1.1893892281249847,7.319125414220926,0.009056257487828297,1
CXDO,2021-Q2,0.6264059525869528,-0.21526215608236718,-0.17390551998615678,-56.54545454545455,0.42550567340897877,0.06713964353694411,0.7745284651323758,1.3549875754348597,0.20040790038643194,-0.6617825525989703,1
CXDO,2021-Q3,0.6202043132803632,0.006015891032917139,-0.014188422247446084,2.2083333333333335,1.126478397296645,0.04063564131668559,0.5735527809307605,1.5585114115423753,0.17691113343684356,-0.6716720989187231,1
CXDO,2021-Q4,0.591929746554024,-0.08859493108048021,-0.06691863050244554,-39.85,1.0809622947027526,0.03334815473543797,0.6471765228990662,1.1189135802469137,0.17015758421427812,-0.6809026337619245,1
IRMD,2021-Q2,0.7473990672981176,0.18798638957769712,0.14980944246746547,,0.44383630634030213,0.046244591084400745,0.5131680866360196,10.190120423496628,0.16451675210456165,0.5362028184351706,1
IRMD,2021-Q3,0.7706357630878837,0.28301086739873893,0.23619599053918192,,0.4166990514211019,0.04407102691389676,0.443553868775248,10.625443691487863,0.15476392251468252,0.5497837657960014,1
IRMD,2021-Q4,0.7790667960373491,0.26190530335572054,0.32786262113761977,,0.38928156574920114,0.041679174183810806,0.4754823184978177,10.544880610580151,0.14835875497545467,0.5670139443312158,1
SIGA,2022-Q1,0.35525221585625316,-0.19654502906211171,-0.049317758868069266,,,0.04485107784974249,0.5069461670686224,22.21265000586972,0.10021561995258334,-0.31806045369245756,1
EWCZ,2021-Q3,0.7383240497031278,0.004958070637203893,-0.11285221684927874,0.025538623226484498,,,0.6344086021505376,1.6008504492939666,0.7435782236418762,-0.009194871087275635,1
EWCZ,2021-Q4,0.7218896869734859,0.14746829830628713,0.04690963908841004,4.1575,,,0.4619357985279773,1.7482324970280922,0.7976708543228979,-0.005684346772865762,1
EWCZ,2022-Q1,0.7360322282393343,0.13967771760665698,0.04149605952538194,4.210351692103517,,,0.48496455774226216,2.09071397911003,0.7896788699180413,-0.002586879257975807,1
LFVN,2021-Q3,0.8290091138258677,0.04048865619546248,0.03343028892767113,1044.0,-0.08037163186333078,,0.7885204576304052,1.29281321542398,1.1084259571123836,-1.242295557715092,1
LFVN,2021-Q4,0.8213998831605083,0.12012560245362933,0.08958302906382357,387.05882352941177,-0.07734806629834254,,0.7012742807068789,1.2662804079526966,1.1390496372972532,-1.1729157140679773,1
LFVN,2022-Q1,0.8228055012776191,0.08665263790771081,0.062302720577183224,1537.3333333333333,-0.02923741951957977,,0.28325567413197056,1.294006734006734,1.0261860091128383,-1.2238845456830298,1
FIP,2022-Q3,,-0.08118738782316476,-0.4431446428798737,-0.33286362924690777,,,0.040835550350691835,,2.1263298366191883,-0.0056892425483118375,1
LOCO,2022-Q1,0.45111224193079386,0.0319587816225647,0.019218886304158186,8.179069767441861,0.021602101725754497,,0.09045143937191044,0.6209712620210923,0.9310152531954399,-0.049681674980309794,1
LOCO,2022-Q2,,0.08636623667523427,0.05753720459910886,25.58233890214797,0.017428372340861583,,0.07798664099072604,0.7586728073802632,0.9126644701290441,-0.037353709943284095,1
LOCO,2022-Q3,0.47077862493535094,0.05926024791871736,0.04178414721633661,65.77777777777777,0.03611063094209162,,0.0822085787217004,0.5375003557908519,0.828069472642795,-0.03009451017565645,1
CRCT,2022-Q2,0.4648965753685574,0.10899720826961694,0.07524611307324347,,-0.45064022266534726,0.10913869947811512,0.24676066762082532,1.7652874158467116,0.2998091341004586,-0.006580399937037753,1
CRCT,2022-Q3,0.46234943162557346,0.09842595312888427,0.07030667359714343,,-0.31947125181670677,0.10591764785644874,0.25800583064024046,2.0745933309523035,0.23846268811456592,0.006756866944624133,1
CRCT,2022-Q4,0.29780239350334803,0.03952129933038894,0.0387911383387947,,-0.2760671022571978,0.06262288075224391,0.1956582134207152,1.8089712504329754,0.4115914884761459,,1
LIN,2022-Q2,0.4158685112924205,0.07390327539316542,0.04398722951401206,125.0,0.11511075949367089,0.004375073903275393,0.09116708052500887,0.62020268061458,0.8977826510721247,0.2459908839956346,1
LIN,2022-Q3,0.39922700920768445,0.18722291690348983,0.1447084233261339,91.5,0.14723526343244653,0.003978629078094805,0.08752983971808571,0.6206759179337361,0.9087033565320116,0.2670102121819625,1
LIN,2022-Q4,0.43954931003924547,0.34434738574503104,0.20205089251804026,87.74193548387096,-0.04808387563268257,0.004557538928978352,0.09672110393720725,0.6717033800594696,0.9247106579360669,0.25786487232920735,1
MCRI,2022-Q2,0.5532184336753724,0.22257977777585025,0.1685763602772164,36.65857142857143,0.17980126689794207,,0.20034001509250665,0.5552342040429081,0.4264520825108567,0.6461991970997571,1
MCRI,2022-Q3,0.5867999730794828,0.2718673117620226,0.20559049406626934,41.788505747126436,0.19794858013078923,,0.19181616277939384,0.536828999324108,0.3362535653996158,0.6908787291353561,1
MCRI,2022-Q4,0.5570783832216102,0.23292626269330324,0.18611037366429947,140.38,0.08524507508913458,,0.20467744076458486,0.6953305476287539,0.2857164062239078,0.7189880249717869,1
IRDM,2022-Q2,0.7324990424139173,0.11890646527821448,0.02605205838130792,1.4072395128552098,0.16675671529292485,0.01707075846534682,0.16385870031271618,2.972261534106991,1.6050059943916877,0.006828885885029916,1
IRDM,2022-Q3,0.7132239487123764,0.09710963816146909,0.01167554058459198,1.0137250453720508,0.13505880031327278,0.02643159839182875,0.1746169727262849,2.515090352896654,1.6745262628406152,-0.012330405094769398,1
IRDM,2022-Q4,0.7060865886625808,0.0968499143605935,-0.004168472316803896,1.037182320441989,0.24343915785152065,0.029653934253699003,0.18881425534988341,1.8818593415597167,1.6175162043498101,-0.01616243135181284,1
PRPL,2022-Q3,0.4129715049661573,0.006299565329992231,0.013691055317183114,1.2552301255230125,-0.1634490956253916,0.013488069323216698,0.3931838703129484,0.951854513293903,1.765540488838234,-0.40977468792413485,1
PRPL,2022-Q4,0.345878521187762,-0.0827622050518,-0.49659401961124006,-10.96694214876033,-0.22082795635059907,0.02035272513079935,0.4082880011087627,0.8994079222248265,1.473771343430134,-0.8197206305543312,1
PRPL,2023-Q1,0.3802036972837239,-0.2308131962858508,-0.24298443692786267,-121.95049504950495,-0.25459040781120135,0.03159462928780908,0.5794222642817656,0.9052221564972823,1.041061367621274,-0.8586174667607415,1
GEHC,2022-Q4,0.39125151883353587,0.15735115431348723,0.1328473066018631,13.169491525423728,,0.05488051842851357,0.17901984609153504,0.6684754521963824,1.8710383653044202,,1
GEHC,2023-Q1,0.4017420862545146,0.11875929466751646,0.08370512003399193,4.110294117647059,,0.05736137667304015,0.22562141491395793,0.8921806702282662,3.7320574162679425,0.0056684131507185095,1
NSSC,2022-Q3,0.41868820498537807,0.1276145383651302,0.09115722044283527,,0.27196400736857024,0.055953209859351066,0.23512045676089682,3.2676781002638524,0.293648097826087,0.7685586334660773,1
NSSC,2022-Q4,0.44470147354784983,0.1895486825973305,0.17435055171297045,482.0,0.2201586271133817,0.04871729625945546,0.20643549469106387,2.9764088627184537,0.3056920143069311,0.7599545013999569,1
NSSC,2023-Q1,0.3688248550376016,0.09237079988858785,0.07808978806370749,,0.2718753019226434,0.061479249487250906,0.21497480566176286,2.875729774812344,0.2558339891479932,0.7870354490164778,1
PRDO,2022-Q4,0.8227766896590877,0.14442646683130375,0.09057878452411365,-8.294750570590153,0.10187727935242932,,0.6506571290698004,3.5084556955827177,0.31897030357721,0.36332841707681895,1
PRDO,2023-Q1,0.8269358582398593,0.2244705978588738,0.17630037116943936,-11.793177544990598,0.06908105094584033,,0.5761101851757175,4.304308896765552,0.2651700272737305,0.3970075139250601,1
PRDO,2023-Q2,0.8244677429729208,0.2618886816320405,0.2930522501661628,-11.016685456595265,0.11259273395195725,,0.5391608241675779,3.985929867139612,0.27918862438669817,0.4311028243905808,1
FA,2022-Q4,0.4924386744749406,0.13519603001011313,0.09476234154142854,5.530498364441024,0.00029642594997459205,0.056266610221312824,0.13605682165620075,,0.6738814753536692,-0.014509829915289065,1
FA,2023-Q1,0.4811930264357338,0.06430606198723793,0.010967411121239746,1.3001958299735052,-0.07563157977891416,0.07192342752962626,0.1634115770282589,,0.6685793807971809,-0.02757699861933697,1
FA,2023-Q2,0.49816798424304565,0.0951730836683485,0.052785797156193505,4.537432467198354,-0.0806009098982442,0.06822437471332596,0.1617893856406659,,0.6800105656845576,-0.03727083155388162,1
MEIP,2023-Q1,,-2.086941580756014,-1.904238258877434,37.95625,0.12543509088565166,2.229438717067583,0.8575028636884306,,3.3846628069046854,-2.388897379312031,1
MEIP,2023-Q2,,0.2726745074079731,0.3132121582404155,-10.563313609467455,1.7666497633536173,0.4677867725675882,0.2595387200244387,,2.051205192872204,-2.5781339981978197,1
MEIP,2023-Q3,,-2.7809636918900575,-2.6192738378011535,17.12748171368861,-0.3919950484835981,2.5626060400407193,1.2183576518493384,,2.906008033998952,-2.9508670735615223,1
BKNG,2023-Q2,,0.3062980593189308,0.2361772244599048,-66.92,0.272007452258966,,0.5139143170999634,,-40.93684210526316,1.0956020784697642,1
BKNG,2023-Q3,,0.42269445579621306,0.3420514916223948,-88.65714285714286,0.21298744216787838,,0.42432911047541205,,-42.016,1.2330017554125219,1
BKNG,2023-Q4,,0.12729933110367894,0.04640468227424749,-21.0,0.18152630279081255,,0.6686872909698997,,-9.870991253644315,1.307616465368499,1
HUBG,2023-Q2,0.12977888668687565,0.05883059640813408,0.04469649059744613,59.48590864917396,-0.2575849687753308,,0.02571646057232268,,0.7383618420399122,0.674942375864362,1
HUBG,2023-Q3,0.11092712485424483,0.04077729585738192,0.02972088189806164,59.78540772532189,-0.243891318253484,,0.023560865895485613,,0.7912892525051134,0.6580665302323542,1
HUBG,2023-Q4,0.10867665018989404,0.028594256174728914,0.029222667897094788,273.45631067961165,-0.23374507877461195,,0.029704890139621104,,0.7961373876285065,0.6638551767052775,1
META,2023-Q2,0.8142129441545048,0.29350917216163,0.24338260570642833,,0.11022829782804802,0.29200912528516515,0.22869464670770961,,0.5420679981795528,0.32890153274500694,1
META,2023-Q3,0.8181338956246705,0.4026240262402624,0.33921982076963625,,0.23208486685429747,0.27063199203420607,0.14487787735020208,,0.5137499737529134,0.3477301941056253,1
META,2023-Q4,0.8081573633167959,0.4084665054473835,0.3494552616489242,,0.2470387066687393,0.2621974022088704,0.137493455660542,,0.49915778752742085,0.3574119317315774,1
WLFC,2023-Q3,0.9280911627027283,0.3760839756016833,0.13823821457279303,2.087392399748058,0.39191270353161073,,0.2510284174192633,0.9067265063151088,4.400348634514817,0.14899897014971256,1
WLFC,2023-Q4,0.8911970598529927,0.3593017150857543,0.09584354217710886,1.843863666981005,0.2879957622820562,,0.2593367168358418,2.263019651525778,4.424826201048418,0.1499733820349095,1
WLFC,2024-Q1,0.9304770622171091,0.42392281014082617,0.1752475164381146,2.194583315219754,0.3300161947841626,,0.24840657356633608,1.3112279854295952,4.225875534660875,0.15619515252039476,1
GOOG,2023-Q3,0.5667270806983689,0.27829136948613303,0.25672486406842865,,0.1100127366410004,0.14679305803658743,0.14164265317564836,2.0088417637174807,0.45207941376710276,0.5183798785513888,1
GOOG,2023-Q4,0.564650677789364,0.27455683003128256,0.2396825396825397,,0.13494108983799705,0.14034294983200093,0.1497508979260804,,0.41997819175027085,0.5249781307779479,1
GOOG,2024-Q1,0.5814201815269621,0.3162691366915407,0.2937955524652653,,0.15406880937710463,0.1477917530637331,0.11735929177168825,,0.39101364549043177,0.5395114766171597,1
DWSN,2023-Q3,0.5244980619311006,-0.24789861068768781,-0.22638386829841906,33.48235294117647,2.090725535065285,,0.10866251469883716,,0.5836726140581966,-2.2973856826903085,1
DWSN,2023-Q4,0.4486355016901641,0.007420232500618353,-0.08681672025723473,-2.0,6.236873508353222,,0.14790996784565916,,0.8479406284135449,-2.149550583285523,1
DWSN,2024-Q1,0.4581433637284701,0.18370060790273557,0.1850937183383992,-86.59701492537313,0.07399347116430903,,0.07070035460992907,,1.119589141599413,-2.209311180339218,1
ADBE,2024-Q1,0.8861443458124276,0.3680046314164415,0.11964492473948282,70.62962962962963,0.11321160042964554,0.18120416827479738,0.32883056734851407,,0.8597024579560155,1.1759243156759764,0
ADSK,2021-Q2,0.9005378880815325,0.13975653486835896,0.1090874775879966,11.402476069621162,0.16055196583068668,0.2613003680286874,0.48941411059733886,,4.588642867901792,-0.18051100989138344,0
AKAM,2021-Q1,0.6360696706332443,0.22484656607033515,0.18475557369812556,14.293904646952324,0.10258510379404999,0.09735875297255989,0.3003044945580201,,0.8091329055207813,0.09730785170480127,0
ALXN,2019-Q4,0.9174311926605505,0.39406198078451204,0.6422018348623854,25.138248847926267,,0.1947554720797515,0.27522935779816515,3.725027212593151,0.5565038414450221,0.2644574398960364,0
AMD,2020-Q2,0.4389233954451346,0.08954451345755693,0.08126293995859213,12.357142857142858,0.26192031352057477,0.23809523809523808,0.11128364389233955,1.5550534100246507,0.9918305597579425,-1.0293179401488683,0
AMZN,2022-Q3,0.44714833085498934,0.01986609074672898,0.022596203019645794,7.426470588235294,0.1469967151572032,,0.11073870386542986,0.675505653199205,2.115609248739899,0.19356292108076814,0
AN,2020-Q4,-0.11187328510850586,-0.03382162860835847,-0.017177260255334587,8.696793002915452,-1.7947340913699352,,-0.07165695367241888,0.3730766461924378,2.0556602895818523,0.4115826523181487,0
AZO,2023-Q3,0.5246557851394229,0.2098697947288635,0.15834653655836722,11.552231776405206,0.058293934992608445,,0.3147859904105594,0.11874663834280356,-4.626093872084587,-0.24516849103361332,0
BIIB,2020-Q3,0.866976689079115,0.313201623174669,0.2077841296170137,,-0.06222049387517013,0.3379343028938716,0.16975208080329374,1.791640378548896,1.3206384661920052,0.5599159384136584,0
BSX,2023-Q4,0.6920805369127517,0.16563758389261746,0.13530201342281878,9.492307692307692,0.14898210980876003,0.0974496644295302,0.3702013422818792,0.8167443746199068,0.7990680526396641,0.023310753116639153,0
CELG,2019-Q2,0.9656818181818182,0.5106818181818182,0.35704545454545455,11.703125,,0.25,0.18022727272727274,3.315875169606513,2.898418067853945,0.5276522981905418,0
CERN,2019-Q3,0.1835566394389924,0.062106660846156646,0.057320130849542614,,,,0.10656080614063808,2.1864334522102724,0.5726615505250532,0.8413755526181885,0
CHTR,2020-Q2,,0.16834815321477428,0.06549247606019151,2.057471264367816,0.030757028289415705,,,,2.987143210351364,0.00828188733325984,0
CMG,2023-Q4,0.40089098365867615,0.14703018693965791,0.11210259426464042,,0.15395815553432796,,0.0672597284924016,0.8214103092783506,1.6269817814406407,0.7529478409847792,0
CNC,2022-Q4,,0.00835184612356233,-0.0059897078259891455,1.706896551724138,0.09190002456398919,,0.08992997947189336,,2.171597144861163,0.12151684662417067,0
CRM,2020-Q2,0.745486313337216,0.034556396816152204,0.5096097845078625,,0.2887165374030523,0.1743350805668802,0.5365948359541837,,0.5031217481789803,0.07935271720318449,0
CTXS,2019-Q4,0.8528357431191754,0.23657762251751308,0.2557509480466719,28.412576004745663,,0.15826297845331636,0.4527853617395406,0.8185741230797331,4.239532695999312,1.061796211647223,0
CXO,2020-Q1,0.8221258134490239,-2.9045553145336225,-10.06182212581345,-63.76190476190476,,,0.07483731019522777,2.136711281070746,0.6247762262799856,-0.4405024239753195,0
DISH,2021-Q2,0.35681998502326745,0.2020829247419188,0.14955493251555618,1682.2597402597403,0.40785481426630565,,0.11319668550644535,1.5407035479630762,1.6907817808012195,0.24420424626973364,0
DLTR,2020-Q2,0.30524404230916274,0.059720275264432264,0.041656046896903276,10.772988505747126,0.0935442288262551,,0.24552376704473047,0.45732448350004673,2.0337853704355995,0.20996223109670553,0
DVA,2020-Q4,0.29202993678497596,0.14089729124689104,0.059811958880977734,6.7696174899535295,0.0023245833137835576,,0.1048141995964647,1.2265442666275737,4.864620716795891,0.05018313547810768,0
EA,2023-Q2,0.7617554858934169,0.1980146290491118,0.2084639498432602,27.111951255716132,0.005252100840336135,0.31452455590386624,0.23667711598746083,,0.7345214521452145,0.5788872821371489,0
EBAY,2024-Q1,0.7261345852895149,0.282472613458529,0.17214397496087636,10.93939393939394,0.018326693227091632,0.13732394366197184,0.30477308294209704,,2.4143153196237845,1.7193949014847325,0
